BITSKINS.sellOrder.original.price,BITSKINS.sellOrder.original.currency,BITSKINS.sellOrder.converted.price,BITSKINS.sellOrder.converted.currency,BITSKINS.sellOrder.count,BITSKINS.buyOrder,BITSKINS.updatedAt,SKINBARON.sellOrder.original.price,SKINBARON.sellOrder.original.currency,SKINBARON.sellOrder.converted.price,SKINBARON.sellOrder.converted.currency,SKINBARON.sellOrder.count,SKINBARON.buyOrder,SKINBARON.updatedAt,SKINPORT.sellOrder.original.price,SKINPORT.sellOrder.original.currency,SKINPORT.sellOrder.converted.price,SKINPORT.sellOrder.converted.currency,SKINPORT.sellOrder.count,SKINPORT.buyOrder,SKINPORT.updatedAt,CSFLOAT.sellOrder.original.price,CSFLOAT.sellOrder.original.currency,CSFLOAT.sellOrder.converted.price,CSFLOAT.sellOrder.converted.currency,CSFLOAT.sellOrder.count,CSFLOAT.buyOrder,CSFLOAT.updatedAt,MARKETCSGO.sellOrder.original.price,MARKETCSGO.sellOrder.original.currency,MARKETCSGO.sellOrder.converted.price,MARKETCSGO.sellOrder.converted.currency,MARKETCSGO.sellOrder.count,MARKETCSGO.buyOrder,MARKETCSGO.updatedAt,BUFF163.sellOrder.original.price,BUFF163.sellOrder.original.currency,BUFF163.sellOrder.converted.price,BUFF163.sellOrder.converted.currency,BUFF163.sellOrder.count,BUFF163.buyOrder.original.price,BUFF163.buyOrder.original.currency,BUFF163.buyOrder.converted.price,BUFF163.buyOrder.converted.currency,BUFF163.buyOrder.count,BUFF163.updatedAt,CSMONEY.sellOrder.original.price,CSMONEY.sellOrder.original.currency,CSMONEY.sellOrder.converted.price,CSMONEY.sellOrder.converted.currency,CSMONEY.sellOrder.count,CSMONEY.buyOrder,CSMONEY.updatedAt,DMARKET.sellOrder.original.price,DMARKET.sellOrder.original.currency,DMARKET.sellOrder.converted.price,DMARKET.sellOrder.converted.currency,DMARKET.sellOrder.count,DMARKET.buyOrder.original.price,DMARKET.buyOrder.original.currency,DMARKET.buyOrder.converted.price,DMARKET.buyOrder.converted.currency,DMARKET.buyOrder.count,DMARKET.updatedAt
12.83,USD,12.83,USD,12,,2024-04-14T15:07:04.370Z,12,EUR,12.81,USD,3,,2024-04-14T16:04:07.328Z,14.96,EUR,15.9,USD,5,,2024-04-14T16:03:09.408Z,13.5,USD,13.5,USD,2,,2024-04-14T16:01:05.092Z,15.84,USD,15.84,USD,5,,2024-04-14T16:05:05.870Z,86.6,CNY,11.96,USD,23,79,CNY,10.91,USD,3,2024-04-14T15:59:23.795Z,12.7,USD,12.7,USD,8,,2024-04-14T16:04:39.434Z,11.84,USD,11.84,USD,16,10.75,USD,10.75,USD,16,2024-04-14T16:02:05.178Z
139.79,USD,139.79,USD,3,,2024-04-14T15:15:22.573Z,114.27,EUR,121.94,USD,3,,2024-04-14T16:04:07.328Z,121.76,EUR,129.44,USD,5,,2024-04-14T16:03:09.408Z,122.66,USD,122.66,USD,6,,2024-04-14T16:01:05.092Z,150.73,USD,150.73,USD,4,,2024-04-14T16:05:05.870Z,929.5,CNY,128.44,USD,22,1000,CNY,138.18,USD,7,2024-04-14T15:58:22.558Z,149.9,USD,149.9,USD,7,,2024-04-14T16:04:39.496Z,142,USD,142,USD,2,123,USD,123,USD,8,2024-04-14T16:02:17.230Z
400,USD,400,USD,3,,2024-04-14T15:12:38.806Z,320,EUR,341.49,USD,3,,2024-04-14T16:04:07.328Z,285,EUR,302.97,USD,14,,2024-04-14T16:03:09.408Z,278,USD,278,USD,16,,2024-04-14T16:01:05.092Z,303.2,USD,303.2,USD,8,,2024-04-14T16:05:05.870Z,2030,CNY,280.51,USD,102,3510,CNY,485.03,USD,21,2024-04-14T15:59:23.795Z,310.53,USD,310.53,USD,14,,2024-04-14T16:04:39.505Z,291.28,USD,291.28,USD,4,330.41,USD,330.41,USD,17,2024-04-14T16:02:13.643Z
193.88,USD,193.88,USD,5,,2024-04-14T15:13:35.680Z,169.93,EUR,181.34,USD,1,,2024-04-14T16:04:07.328Z,180.02,EUR,191.37,USD,4,,2024-04-14T16:03:09.408Z,177.99,USD,177.99,USD,7,,2024-04-14T16:01:05.092Z,194.99,USD,194.99,USD,6,,2024-04-14T16:05:05.870Z,1249.5,CNY,172.66,USD,26,1330,CNY,183.78,USD,8,2024-04-14T15:59:55.315Z,189.99,USD,189.99,USD,4,,2024-04-14T16:04:39.498Z,177.62,USD,177.62,USD,5,167,USD,167,USD,13,2024-04-14T16:02:15.192Z
296.87,USD,296.87,USD,1,,2024-04-14T15:20:02.246Z,250,EUR,266.79,USD,1,,2024-04-14T16:04:07.328Z,233.38,EUR,248.09,USD,7,,2024-04-14T16:03:09.408Z,235,USD,235,USD,4,,2024-04-14T16:01:05.092Z,261.22,USD,261.22,USD,9,,2024-04-14T16:05:05.870Z,1706.5,CNY,235.81,USD,53,1700,CNY,234.91,USD,4,2024-04-14T15:57:21.125Z,256.56,USD,256.56,USD,3,,2024-04-14T16:04:39.502Z,252.49,USD,252.49,USD,2,224.45,USD,224.45,USD,12,2024-04-14T16:02:23.098Z
145.99,USD,145.99,USD,1,,2024-04-14T15:15:54.941Z,,,,,,,,160,EUR,170.09,USD,2,,2024-04-14T16:03:09.408Z,137,USD,137,USD,4,,2024-04-14T16:01:05.092Z,158.7,USD,158.7,USD,1,,2024-04-14T16:05:05.870Z,960,CNY,132.65,USD,11,930,CNY,128.51,USD,11,2024-04-14T15:54:41.833Z,149,USD,149,USD,2,,2024-04-14T16:04:39.494Z,0,USD,0,USD,0,123.01,USD,123.01,USD,11,2024-04-14T16:02:17.953Z
3.09,USD,3.09,USD,27,,2024-04-14T15:18:57.131Z,3.5,EUR,3.74,USD,5,,2024-04-14T16:04:07.328Z,2.98,EUR,3.17,USD,44,,2024-04-14T16:03:09.408Z,2.92,USD,2.92,USD,17,,2024-04-14T16:01:05.092Z,3.74,USD,3.74,USD,85,,2024-04-14T16:05:05.870Z,23.8,CNY,3.28,USD,219,21.9,CNY,3.02,USD,31,2024-04-14T15:58:37.967Z,3.08,USD,3.08,USD,56,,2024-04-14T16:04:39.516Z,3.1,USD,3.1,USD,129,5.46,USD,5.46,USD,45,2024-04-14T16:02:16.773Z
8.92,USD,8.92,USD,36,,2024-04-14T15:52:41.113Z,9.99,EUR,10.66,USD,42,,2024-04-14T16:04:07.328Z,8.38,EUR,8.91,USD,80,,2024-04-14T16:03:09.408Z,8.71,USD,8.71,USD,47,,2024-04-14T16:01:05.092Z,9.39,USD,9.39,USD,65,,2024-04-14T16:05:05.870Z,68.1,CNY,9.41,USD,1089,68,CNY,9.39,USD,316,2024-04-14T15:59:23.795Z,7.57,USD,7.57,USD,82,,2024-04-14T16:04:39.525Z,8.81,USD,8.81,USD,159,12.22,USD,12.22,USD,61,2024-04-14T16:02:22.145Z
3.75,USD,3.75,USD,237,,2024-04-14T15:55:06.260Z,4.2,EUR,4.48,USD,92,,2024-04-14T16:04:07.328Z,3.47,EUR,3.69,USD,375,,2024-04-14T16:03:09.408Z,3.33,USD,3.33,USD,88,,2024-04-14T16:01:05.092Z,3.75,USD,3.75,USD,436,,2024-04-14T16:05:05.870Z,26.2,CNY,3.62,USD,4567,25.5,CNY,3.52,USD,300,2024-04-14T15:56:18.449Z,3.24,USD,3.24,USD,392,,2024-04-14T16:04:39.518Z,3.56,USD,3.56,USD,1147,3.52,USD,3.52,USD,47,2024-04-14T16:02:24.869Z
5.47,USD,5.47,USD,68,,2024-04-14T15:21:32.393Z,6.2,EUR,6.62,USD,43,,2024-04-14T16:04:07.328Z,5.28,EUR,5.61,USD,203,,2024-04-14T16:03:09.408Z,5.42,USD,5.42,USD,54,,2024-04-14T16:01:05.092Z,5.57,USD,5.57,USD,103,,2024-04-14T16:05:05.870Z,39.7,CNY,5.48,USD,2261,39.3,CNY,5.43,USD,245,2024-04-14T16:02:56.833Z,5.47,USD,5.47,USD,159,,2024-04-14T16:04:39.522Z,5.49,USD,5.49,USD,355,5.5,USD,5.5,USD,55,2024-04-14T16:02:26.329Z
4.06,USD,4.06,USD,33,,2024-04-14T15:49:55.915Z,3.7,EUR,3.95,USD,11,,2024-04-14T16:04:07.328Z,3.95,EUR,4.2,USD,45,,2024-04-14T16:03:09.408Z,4.17,USD,4.17,USD,15,,2024-04-14T16:01:05.092Z,4.8,USD,4.8,USD,22,,2024-04-14T16:05:05.870Z,30.2,CNY,4.17,USD,20,29.5,CNY,4.07,USD,10,2024-04-14T15:57:36.421Z,3.88,USD,3.88,USD,44,,2024-04-14T16:04:39.520Z,4.26,USD,4.26,USD,120,4.01,USD,4.01,USD,39,2024-04-14T16:02:23.450Z
7.73,USD,7.73,USD,19,,2024-04-14T15:07:41.345Z,9.09,EUR,9.7,USD,2,,2024-04-14T16:04:07.328Z,8.05,EUR,8.56,USD,33,,2024-04-14T16:03:09.408Z,7.49,USD,7.49,USD,14,,2024-04-14T16:01:05.092Z,8.89,USD,8.89,USD,49,,2024-04-14T16:05:05.870Z,59,CNY,8.15,USD,78,56,CNY,7.73,USD,25,2024-04-14T16:02:56.833Z,6.92,USD,6.92,USD,51,,2024-04-14T16:04:39.482Z,7.43,USD,7.43,USD,28,8.71,USD,8.71,USD,39,2024-04-14T16:02:10.828Z
31.33,USD,31.33,USD,7,,2024-04-14T15:16:37.514Z,28.33,EUR,30.23,USD,27,,2024-04-14T16:04:07.328Z,28.9,EUR,30.72,USD,29,,2024-04-14T16:03:09.408Z,24.89,USD,24.89,USD,39,,2024-04-14T16:01:05.092Z,33.89,USD,33.89,USD,16,,2024-04-14T16:05:05.870Z,229,CNY,31.64,USD,625,392,CNY,54.16,USD,254,2024-04-14T15:56:02.629Z,24.43,USD,24.43,USD,50,,2024-04-14T16:04:39.494Z,29.99,USD,29.99,USD,46,35.58,USD,35.58,USD,42,2024-04-14T16:02:19.182Z
8,USD,8,USD,112,,2024-04-14T16:02:41.881Z,8,EUR,8.54,USD,69,,2024-04-14T16:04:07.328Z,8.11,EUR,8.61,USD,410,,2024-04-14T16:03:09.408Z,7.8,USD,7.8,USD,91,,2024-04-14T16:01:05.092Z,8.83,USD,8.83,USD,58,,2024-04-14T16:05:05.870Z,62.8,CNY,8.67,USD,2149,62,CNY,8.56,USD,377,2024-04-14T15:55:25.220Z,8.42,USD,8.42,USD,157,,2024-04-14T16:04:39.486Z,8.12,USD,8.12,USD,266,8.01,USD,8.01,USD,59,2024-04-14T16:02:14.088Z
15.15,USD,15.15,USD,21,,2024-04-14T16:03:31.876Z,17.54,EUR,18.72,USD,33,,2024-04-14T16:04:07.328Z,14.94,EUR,15.88,USD,62,,2024-04-14T16:03:09.408Z,13.99,USD,13.99,USD,50,,2024-04-14T16:01:05.092Z,15.09,USD,15.09,USD,93,,2024-04-14T16:05:05.870Z,108,CNY,14.92,USD,1333,107,CNY,14.78,USD,362,2024-04-14T15:54:41.833Z,10.82,USD,10.82,USD,56,,2024-04-14T16:04:39.492Z,14.58,USD,14.58,USD,106,14.29,USD,14.29,USD,55,2024-04-14T16:02:07.923Z
9.33,USD,9.33,USD,15,,2024-04-14T15:18:47.055Z,9.98,EUR,10.8,USD,2,,2024-04-05T07:55:45.726Z,9.5,EUR,10.1,USD,19,,2024-04-14T16:03:09.408Z,12.45,USD,12.45,USD,5,,2024-04-14T16:01:05.092Z,10.91,USD,10.91,USD,29,,2024-04-14T16:05:05.870Z,71.6,CNY,9.89,USD,29,65,CNY,8.98,USD,9,2024-04-14T15:55:12.795Z,9.43,USD,9.43,USD,10,,2024-04-14T16:04:39.489Z,10.38,USD,10.38,USD,45,9.54,USD,9.54,USD,40,2024-04-14T16:02:21.489Z
14,USD,14,USD,4,,2024-04-14T15:09:15.623Z,23.5,EUR,25.08,USD,2,,2024-04-14T16:04:07.328Z,21.92,EUR,23.3,USD,3,,2024-04-14T16:03:09.408Z,17.37,USD,17.37,USD,13,,2024-04-14T16:01:05.092Z,14.09,USD,14.09,USD,15,,2024-04-14T16:05:05.870Z,99.48,CNY,13.74,USD,68,93,CNY,12.85,USD,3,2024-04-14T15:55:28.606Z,14.97,USD,14.97,USD,13,,2024-04-14T16:04:39.588Z,13.6,USD,13.6,USD,9,12.26,USD,12.26,USD,7,2024-04-14T16:02:08.682Z
61.99,USD,61.99,USD,5,,2024-04-14T15:15:42.743Z,65,EUR,69.36,USD,8,,2024-04-14T16:04:07.328Z,98.55,EUR,104.76,USD,2,,2024-04-14T16:03:09.408Z,60,USD,60,USD,7,,2024-04-14T16:01:05.092Z,62,USD,62,USD,2,,2024-04-14T16:05:05.870Z,334.5,CNY,46.22,USD,22,312,CNY,43.11,USD,4,2024-04-14T15:56:02.629Z,56.32,USD,56.32,USD,5,,2024-04-14T16:04:39.594Z,65,USD,65,USD,1,41.4,USD,41.4,USD,5,2024-04-14T16:02:16.773Z
19.59,USD,19.59,USD,15,,2024-04-14T15:58:42.729Z,14.35,EUR,15.31,USD,10,,2024-04-14T16:04:07.328Z,14.68,EUR,15.61,USD,15,,2024-04-14T16:03:09.408Z,16,USD,16,USD,52,,2024-04-14T16:01:05.092Z,14.19,USD,14.19,USD,19,,2024-04-14T16:05:05.870Z,106.72,CNY,14.74,USD,161,105,CNY,14.5,USD,10,2024-04-14T15:54:57.627Z,14.17,USD,14.17,USD,58,,2024-04-14T16:04:39.586Z,14.94,USD,14.94,USD,16,13.75,USD,13.75,USD,35,2024-04-14T16:02:20.563Z
17.86,USD,17.86,USD,8,,2024-04-14T15:34:19.680Z,30,EUR,32.01,USD,8,,2024-04-14T16:04:07.328Z,18.07,EUR,19.21,USD,9,,2024-04-14T16:03:09.408Z,16.99,USD,16.99,USD,31,,2024-04-14T16:01:05.092Z,18.8,USD,18.8,USD,12,,2024-04-14T16:05:05.870Z,127,CNY,17.54,USD,108,121,CNY,16.72,USD,11,2024-04-14T15:56:49.405Z,16.66,USD,16.66,USD,27,,2024-04-14T16:04:39.591Z,18.93,USD,18.93,USD,15,17.01,USD,17.01,USD,16,2024-04-14T16:02:16.510Z
13.1,USD,13.1,USD,6,,2024-04-14T15:16:00.652Z,20,EUR,21.34,USD,2,,2024-04-14T16:04:07.328Z,19.98,EUR,21.24,USD,3,,2024-04-14T16:03:09.408Z,16.66,USD,16.66,USD,9,,2024-04-14T16:01:05.092Z,14.35,USD,14.35,USD,7,,2024-04-14T16:05:05.870Z,108.38,CNY,14.97,USD,40,93,CNY,12.85,USD,4,2024-04-14T15:57:51.927Z,13.73,USD,13.73,USD,11,,2024-04-14T16:04:39.583Z,14.2,USD,14.2,USD,6,12.26,USD,12.26,USD,11,2024-04-14T16:02:18.273Z
3,USD,3,USD,14,,2024-04-14T15:18:16.133Z,2.6,EUR,2.77,USD,4,,2024-04-14T16:04:07.328Z,2.97,EUR,3.16,USD,23,,2024-04-14T16:03:09.408Z,2.52,USD,2.52,USD,14,,2024-04-14T16:01:05.092Z,3.03,USD,3.03,USD,37,,2024-04-14T16:05:05.870Z,20.96,CNY,2.89,USD,185,19.2,CNY,2.65,USD,25,2024-04-14T15:55:28.606Z,3.2,USD,3.2,USD,23,,2024-04-14T16:04:39.582Z,2.79,USD,2.79,USD,106,2.66,USD,2.66,USD,38,2024-04-14T16:02:21.172Z
12.5,USD,12.5,USD,7,,2024-04-14T15:12:19.378Z,13.61,EUR,14.52,USD,22,,2024-04-14T16:04:07.328Z,13.5,EUR,14.35,USD,29,,2024-04-14T16:03:09.408Z,12,USD,12,USD,20,,2024-04-14T16:01:05.092Z,12.34,USD,12.34,USD,12,,2024-04-14T16:05:05.870Z,88.77,CNY,12.26,USD,126,86,CNY,11.88,USD,36,2024-04-14T16:04:24.814Z,12.38,USD,12.38,USD,27,,2024-04-14T16:04:39.587Z,11.4,USD,11.4,USD,26,11.23,USD,11.23,USD,40,2024-04-14T16:02:12.270Z
2.92,USD,2.92,USD,63,,2024-04-14T15:19:44.669Z,2.98,EUR,3.18,USD,34,,2024-04-14T16:04:07.328Z,3.19,EUR,3.39,USD,85,,2024-04-14T16:03:09.408Z,2.93,USD,2.93,USD,36,,2024-04-14T16:01:05.092Z,2.97,USD,2.97,USD,120,,2024-04-14T16:05:05.870Z,23,CNY,3.17,USD,676,22.1,CNY,3.05,USD,161,2024-04-14T15:55:12.795Z,2.81,USD,2.81,USD,116,,2024-04-14T16:04:39.578Z,2.99,USD,2.99,USD,236,3,USD,3,USD,62,2024-04-14T16:02:22.844Z
4.72,USD,4.72,USD,40,,2024-04-14T15:14:39.670Z,5.49,EUR,5.86,USD,30,,2024-04-14T16:04:07.328Z,4.36,EUR,4.63,USD,103,,2024-04-14T16:03:09.408Z,4.75,USD,4.75,USD,14,,2024-04-14T16:01:05.092Z,4.76,USD,4.76,USD,51,,2024-04-14T16:05:05.870Z,34.9,CNY,4.82,USD,400,32.3,CNY,4.46,USD,156,2024-04-14T15:58:22.558Z,4.11,USD,4.11,USD,46,,2024-04-14T16:04:39.584Z,4.54,USD,4.54,USD,151,4.56,USD,4.56,USD,42,2024-04-14T16:02:15.712Z
2.87,USD,2.87,USD,22,,2024-04-14T15:14:14.416Z,2.59,EUR,2.76,USD,11,,2024-04-14T16:04:07.328Z,2.78,EUR,2.96,USD,36,,2024-04-14T16:03:09.408Z,3.24,USD,3.24,USD,11,,2024-04-14T16:01:05.092Z,2.82,USD,2.82,USD,58,,2024-04-14T16:05:05.870Z,19.74,CNY,2.72,USD,148,19,CNY,2.62,USD,27,2024-04-14T15:57:21.125Z,2.65,USD,2.65,USD,53,,2024-04-14T16:04:39.575Z,2.7,USD,2.7,USD,134,2.63,USD,2.63,USD,39,2024-04-14T16:02:15.534Z
45.35,USD,45.35,USD,3,,2024-04-14T15:15:56.914Z,43,EUR,45.89,USD,2,,2024-04-14T16:04:07.328Z,37.52,EUR,39.89,USD,9,,2024-04-14T16:03:09.408Z,37.16,USD,37.16,USD,22,,2024-04-14T16:01:05.092Z,46.23,USD,46.23,USD,6,,2024-04-14T16:05:05.870Z,283,CNY,39.1,USD,50,268,CNY,37.03,USD,7,2024-04-14T15:59:08.118Z,39,USD,39,USD,19,,2024-04-14T16:04:39.605Z,37.71,USD,37.71,USD,7,35.28,USD,35.28,USD,16,2024-04-14T16:02:18.171Z
,,,,,,,4700,EUR,5015.57,USD,1,,2024-04-14T16:04:07.328Z,420,EUR,446.48,USD,3,,2024-04-14T16:03:09.408Z,600,USD,600,USD,3,,2024-04-14T16:01:05.092Z,450,USD,450,USD,1,,2024-04-14T16:05:05.870Z,2730.83,CNY,377.36,USD,14,2500,CNY,345.46,USD,10,2024-04-14T16:05:00.216Z,517,USD,517,USD,2,,2024-04-14T16:04:39.613Z,397.85,USD,397.85,USD,1,361.25,USD,361.25,USD,7,2024-04-14T16:02:19.652Z
42.56,USD,42.56,USD,16,,2024-04-14T15:21:33.586Z,39.38,EUR,42.02,USD,7,,2024-04-14T16:04:07.328Z,38,EUR,40.4,USD,50,,2024-04-14T16:03:09.408Z,37.99,USD,37.99,USD,115,,2024-04-14T16:01:05.092Z,43.69,USD,43.69,USD,44,,2024-04-14T16:05:05.870Z,295.5,CNY,40.83,USD,565,290,CNY,40.07,USD,137,2024-04-14T15:56:49.405Z,37.8,USD,37.8,USD,66,,2024-04-14T16:04:39.603Z,45.53,USD,45.53,USD,50,43.61,USD,43.61,USD,43,2024-04-14T16:02:25.367Z
61.02,USD,61.02,USD,13,,2024-04-14T15:13:50.691Z,53.84,EUR,57.45,USD,2,,2024-04-14T16:04:07.328Z,56,EUR,59.53,USD,35,,2024-04-14T16:03:09.408Z,50,USD,50,USD,46,,2024-04-14T16:01:05.092Z,63.86,USD,63.86,USD,11,,2024-04-14T16:05:05.870Z,441,CNY,60.94,USD,264,503,CNY,69.5,USD,57,2024-04-14T16:04:24.814Z,58.11,USD,58.11,USD,37,,2024-04-14T16:04:39.610Z,57.99,USD,57.99,USD,27,59.81,USD,59.81,USD,19,2024-04-14T16:02:15.349Z
47.55,USD,47.55,USD,3,,2024-04-14T15:15:36.511Z,,,,,,,,36.72,EUR,39.04,USD,9,,2024-04-14T16:03:09.408Z,38.21,USD,38.21,USD,13,,2024-04-14T16:01:05.092Z,43.99,USD,43.99,USD,11,,2024-04-14T16:05:05.870Z,276,CNY,38.13,USD,54,263,CNY,36.34,USD,5,2024-04-14T16:04:44.627Z,45.95,USD,45.95,USD,8,,2024-04-14T16:04:39.607Z,39.6,USD,39.6,USD,6,38.61,USD,38.61,USD,9,2024-04-14T16:02:17.724Z
12.45,USD,12.45,USD,29,,2024-04-14T15:07:54.417Z,10.5,EUR,11.21,USD,10,,2024-04-14T16:04:07.328Z,11,EUR,11.69,USD,23,,2024-04-14T16:03:09.408Z,11.4,USD,11.4,USD,59,,2024-04-14T16:01:05.092Z,11.96,USD,11.96,USD,89,,2024-04-14T16:05:05.870Z,84.9,CNY,11.73,USD,218,84,CNY,11.6,USD,50,2024-04-14T15:57:51.927Z,11.63,USD,11.63,USD,83,,2024-04-14T16:04:39.598Z,11.59,USD,11.59,USD,37,11.02,USD,11.02,USD,44,2024-04-14T16:02:07.144Z
20.8,USD,20.8,USD,302,,2024-04-14T16:03:11.682Z,17,EUR,18.14,USD,425,,2024-04-14T16:04:07.328Z,16.45,EUR,17.49,USD,767,,2024-04-14T16:03:09.408Z,15.81,USD,15.81,USD,675,,2024-04-14T16:01:05.092Z,18.5,USD,18.5,USD,224,,2024-04-14T16:05:05.870Z,135,CNY,18.65,USD,12987,241,CNY,33.3,USD,866,2024-04-14T15:56:49.405Z,14.54,USD,14.54,USD,652,,2024-04-14T16:04:39.600Z,18.21,USD,18.21,USD,434,30.02,USD,30.02,USD,112,2024-04-14T16:02:20.455Z
84.02,USD,84.02,USD,18,,2024-04-14T15:17:03.462Z,78.77,EUR,84.06,USD,32,,2024-04-14T16:04:07.328Z,79.98,EUR,85.03,USD,63,,2024-04-14T16:03:09.408Z,77.09,USD,77.09,USD,91,,2024-04-14T16:01:05.092Z,82.92,USD,82.92,USD,33,,2024-04-14T16:05:05.870Z,595,CNY,82.22,USD,1730,735,CNY,101.56,USD,92,2024-04-14T15:54:57.627Z,75,USD,75,USD,48,,2024-04-14T16:04:39.603Z,79,USD,79,USD,36,100.75,USD,100.75,USD,36,2024-04-14T16:02:19.698Z
13.59,USD,13.59,USD,27,,2024-04-14T15:07:07.126Z,13.93,EUR,14.87,USD,7,,2024-04-14T16:04:07.328Z,13,EUR,13.82,USD,41,,2024-04-14T16:03:09.408Z,13.25,USD,13.25,USD,47,,2024-04-14T16:01:05.092Z,13.39,USD,13.39,USD,15,,2024-04-14T16:05:05.870Z,98.49,CNY,13.6,USD,165,92,CNY,12.71,USD,31,2024-04-14T15:56:49.405Z,7.65,USD,7.65,USD,65,,2024-04-14T16:04:39.597Z,13.16,USD,13.16,USD,35,12.81,USD,12.81,USD,41,2024-04-14T16:02:06.117Z
0.07,USD,0.07,USD,244,,2024-04-14T15:09:04.107Z,0.05,EUR,0.05,USD,60,,2024-04-14T16:04:07.328Z,0.06,EUR,0.06,USD,121,,2024-04-14T16:03:09.408Z,0.03,USD,0.03,USD,165,,2024-04-14T16:01:05.092Z,0.07,USD,0.07,USD,303,,2024-04-14T16:05:05.870Z,0.35,CNY,0.04,USD,1547,0.36,CNY,0.04,USD,320,2024-04-14T16:02:08.255Z,0.05,USD,0.05,USD,127,,2024-04-14T16:04:39.638Z,0.24,USD,0.24,USD,215,0.2,USD,0.2,USD,19,2024-04-14T16:02:09.258Z
2.18,USD,2.18,USD,19,,2024-04-14T15:18:47.319Z,3.66,EUR,3.91,USD,18,,2024-04-14T16:04:07.328Z,2.2,EUR,2.34,USD,13,,2024-04-14T16:03:09.408Z,2.8,USD,2.8,USD,51,,2024-04-14T16:01:05.092Z,1.89,USD,1.89,USD,58,,2024-04-14T16:05:05.870Z,13.07,CNY,1.8,USD,449,12.9,CNY,1.78,USD,135,2024-04-14T15:59:39.222Z,1.82,USD,1.82,USD,52,,2024-04-14T16:04:39.645Z,2.16,USD,2.16,USD,83,2.12,USD,2.12,USD,35,2024-04-14T16:02:21.854Z
0.06,USD,0.06,USD,2178,,2024-04-14T15:13:06.237Z,0.05,EUR,0.05,USD,964,,2024-04-14T16:04:07.328Z,0.05,EUR,0.05,USD,993,,2024-04-14T16:03:09.408Z,0.04,USD,0.04,USD,711,,2024-04-14T16:01:05.092Z,0.06,USD,0.06,USD,849,,2024-04-14T16:05:05.870Z,0.36,CNY,0.04,USD,10851,0.37,CNY,0.05,USD,921,2024-04-14T16:04:02.903Z,0.05,USD,0.05,USD,788,,2024-04-14T16:04:39.635Z,0.4,USD,0.4,USD,356,0.33,USD,0.33,USD,26,2024-04-14T16:02:13.799Z
0.2,USD,0.2,USD,419,,2024-04-14T15:40:15.125Z,0.17,EUR,0.18,USD,159,,2024-04-14T16:04:07.328Z,0.18,EUR,0.19,USD,486,,2024-04-14T16:03:09.408Z,0.2,USD,0.2,USD,228,,2024-04-14T16:01:05.092Z,0.18,USD,0.18,USD,478,,2024-04-14T16:05:05.870Z,1.49,CNY,0.2,USD,5572,1.5,CNY,0.2,USD,522,2024-04-14T15:54:41.833Z,0.18,USD,0.18,USD,168,,2024-04-14T16:04:39.643Z,0.24,USD,0.24,USD,475,0.2,USD,0.2,USD,31,2024-04-14T16:02:20.556Z
0.07,USD,0.07,USD,216,,2024-04-14T15:17:34.010Z,0.06,EUR,0.06,USD,56,,2024-04-14T16:04:07.328Z,0.07,EUR,0.07,USD,178,,2024-04-14T16:03:09.408Z,0.06,USD,0.06,USD,60,,2024-04-14T16:01:05.092Z,0.09,USD,0.09,USD,355,,2024-04-14T16:05:05.870Z,0.39,CNY,0.05,USD,611,0.4,CNY,0.05,USD,597,2024-04-14T15:57:05.341Z,0.06,USD,0.06,USD,84,,2024-04-14T16:04:39.641Z,0.41,USD,0.41,USD,90,0.17,USD,0.17,USD,13,2024-04-14T16:02:20.455Z
2.97,USD,2.97,USD,19,,2024-04-14T15:06:17.705Z,2.05,EUR,2.19,USD,5,,2024-04-14T16:04:07.328Z,2.65,EUR,2.82,USD,4,,2024-04-14T16:03:09.408Z,3.19,USD,3.19,USD,6,,2024-04-14T16:01:05.092Z,2.81,USD,2.81,USD,69,,2024-04-14T16:05:05.870Z,18.1,CNY,2.5,USD,69,16.6,CNY,2.29,USD,14,2024-04-14T15:56:02.629Z,2.25,USD,2.25,USD,17,,2024-04-14T16:04:39.640Z,2.42,USD,2.42,USD,51,2.28,USD,2.28,USD,34,2024-04-14T16:02:05.501Z
7.88,USD,7.88,USD,13,,2024-04-14T15:14:10.511Z,8.99,EUR,9.59,USD,14,,2024-04-14T16:04:07.328Z,6.5,EUR,6.91,USD,77,,2024-04-14T16:03:09.408Z,8.1,USD,8.1,USD,46,,2024-04-14T16:01:05.092Z,7.19,USD,7.19,USD,39,,2024-04-14T16:05:05.870Z,49.45,CNY,6.83,USD,763,48.9,CNY,6.75,USD,217,2024-04-14T15:58:07.245Z,7.52,USD,7.52,USD,36,,2024-04-14T16:04:39.649Z,7.23,USD,7.23,USD,54,7.61,USD,7.61,USD,56,2024-04-14T16:02:15.760Z
