BITSKINS.sellOrder.original.price,BITSKINS.sellOrder.original.currency,BITSKINS.sellOrder.converted.price,BITSKINS.sellOrder.converted.currency,BITSKINS.sellOrder.count,BITSKINS.buyOrder,BITSKINS.updatedAt,SKINBARON.sellOrder.original.price,SKINBARON.sellOrder.original.currency,SKINBARON.sellOrder.converted.price,SKINBARON.sellOrder.converted.currency,SKINBARON.sellOrder.count,SKINBARON.buyOrder,SKINBARON.updatedAt,SKINPORT.sellOrder.original.price,SKINPORT.sellOrder.original.currency,SKINPORT.sellOrder.converted.price,SKINPORT.sellOrder.converted.currency,SKINPORT.sellOrder.count,SKINPORT.buyOrder,SKINPORT.updatedAt,CSFLOAT.sellOrder.original.price,CSFLOAT.sellOrder.original.currency,CSFLOAT.sellOrder.converted.price,CSFLOAT.sellOrder.converted.currency,CSFLOAT.sellOrder.count,CSFLOAT.buyOrder,CSFLOAT.updatedAt,MARKETCSGO.sellOrder.original.price,MARKETCSGO.sellOrder.original.currency,MARKETCSGO.sellOrder.converted.price,MARKETCSGO.sellOrder.converted.currency,MARKETCSGO.sellOrder.count,MARKETCSGO.buyOrder,MARKETCSGO.updatedAt,BUFF163.sellOrder.original.price,BUFF163.sellOrder.original.currency,BUFF163.sellOrder.converted.price,BUFF163.sellOrder.converted.currency,BUFF163.sellOrder.count,BUFF163.buyOrder.original.price,BUFF163.buyOrder.original.currency,BUFF163.buyOrder.converted.price,BUFF163.buyOrder.converted.currency,BUFF163.buyOrder.count,BUFF163.updatedAt,CSMONEY.sellOrder.original.price,CSMONEY.sellOrder.original.currency,CSMONEY.sellOrder.converted.price,CSMONEY.sellOrder.converted.currency,CSMONEY.sellOrder.count,CSMONEY.buyOrder,CSMONEY.updatedAt,DMARKET.sellOrder.original.price,DMARKET.sellOrder.original.currency,DMARKET.sellOrder.converted.price,DMARKET.sellOrder.converted.currency,DMARKET.sellOrder.count,DMARKET.buyOrder.original.price,DMARKET.buyOrder.original.currency,DMARKET.buyOrder.converted.price,DMARKET.buyOrder.converted.currency,DMARKET.buyOrder.count,DMARKET.updatedAt
76.61,USD,76.61,USD,1,,2024-04-14T15:19:02.547Z,66,EUR,70.43,USD,2,,2024-04-14T16:04:07.328Z,72,EUR,76.54,USD,3,,2024-04-14T16:03:09.408Z,73.99,USD,73.99,USD,8,,2024-04-14T16:01:05.092Z,78.27,USD,78.27,USD,8,,2024-04-14T16:05:05.870Z,497,CNY,68.67,USD,37,466,CNY,64.39,USD,10,2024-04-14T16:05:00.216Z,86.72,USD,86.72,USD,4,,2024-04-14T16:04:39.203Z,71.21,USD,71.21,USD,6,62.78,USD,62.78,USD,7,2024-04-14T16:02:22.177Z
,,,,,,,90,EUR,96.04,USD,1,,2024-04-14T16:04:07.328Z,92,EUR,97.8,USD,6,,2024-04-14T16:03:09.408Z,155,USD,155,USD,3,,2024-04-14T16:01:05.092Z,99.26,USD,99.26,USD,7,,2024-04-14T16:05:05.870Z,680,CNY,93.96,USD,17,643,CNY,88.85,USD,5,2024-04-14T16:02:56.833Z,111.71,USD,111.71,USD,4,,2024-04-14T16:04:39.205Z,0,USD,0,USD,0,85.49,USD,85.49,USD,4,2024-04-14T16:02:21.342Z
82,USD,82,USD,1,,2024-04-14T15:30:59.182Z,,,,,,,,199,EUR,211.55,USD,1,,2024-04-14T16:03:09.408Z,59,USD,59,USD,2,,2024-04-14T16:01:05.092Z,63.89,USD,63.89,USD,2,,2024-04-14T16:05:05.870Z,482.5,CNY,66.67,USD,9,357,CNY,49.33,USD,4,2024-04-14T15:57:36.421Z,73.5,USD,73.5,USD,2,,2024-04-14T16:04:39.201Z,0,USD,0,USD,0,51.97,USD,51.97,USD,4,2024-04-14T16:02:04.253Z
8.6,USD,8.6,USD,23,,2024-04-14T15:20:03.034Z,9.33,EUR,9.96,USD,9,,2024-04-14T16:04:07.328Z,8,EUR,8.5,USD,28,,2024-04-14T16:03:09.408Z,7.5,USD,7.5,USD,21,,2024-04-14T16:01:05.092Z,9.25,USD,9.25,USD,33,,2024-04-14T16:05:05.870Z,63.93,CNY,8.83,USD,20,63,CNY,8.7,USD,27,2024-04-14T15:56:33.911Z,8.1,USD,8.1,USD,58,,2024-04-14T16:04:39.191Z,8.57,USD,8.57,USD,28,8.49,USD,8.49,USD,48,2024-04-14T16:02:23.273Z
59.99,USD,59.99,USD,13,,2024-04-14T15:14:22.056Z,59.12,EUR,63.09,USD,8,,2024-04-14T16:04:07.328Z,52,EUR,55.28,USD,41,,2024-04-14T16:03:09.408Z,55,USD,55,USD,35,,2024-04-14T16:01:05.092Z,68,USD,68,USD,15,,2024-04-14T16:05:05.870Z,429,CNY,59.28,USD,334,420,CNY,58.03,USD,97,2024-04-14T15:56:33.911Z,54.06,USD,54.06,USD,26,,2024-04-14T16:04:39.204Z,56.59,USD,56.59,USD,20,54.34,USD,54.34,USD,19,2024-04-14T16:02:15.477Z
11.38,USD,11.38,USD,103,,2024-04-14T16:00:54.001Z,11.48,EUR,12.25,USD,35,,2024-04-14T16:04:07.328Z,11.12,EUR,11.82,USD,167,,2024-04-14T16:03:09.408Z,11.21,USD,11.21,USD,137,,2024-04-14T16:01:05.092Z,13.09,USD,13.09,USD,101,,2024-04-14T16:05:05.870Z,89.4,CNY,12.35,USD,2033,87,CNY,12.02,USD,321,2024-04-14T15:56:49.405Z,11.17,USD,11.17,USD,180,,2024-04-14T16:04:39.199Z,12.19,USD,12.19,USD,187,11.94,USD,11.94,USD,73,2024-04-14T16:02:24.344Z
25.47,USD,25.47,USD,22,,2024-04-14T15:17:29.679Z,29.28,EUR,31.25,USD,16,,2024-04-14T16:04:07.328Z,24.57,EUR,26.12,USD,45,,2024-04-14T16:03:09.408Z,23.56,USD,23.56,USD,76,,2024-04-14T16:01:05.092Z,31,USD,31,USD,26,,2024-04-14T16:05:05.870Z,200,CNY,27.63,USD,915,207,CNY,28.6,USD,300,2024-04-14T15:56:33.911Z,22,USD,22,USD,77,,2024-04-14T16:04:39.202Z,25.41,USD,25.41,USD,56,27.12,USD,27.12,USD,61,2024-04-14T16:02:20.455Z
10.19,USD,10.19,USD,16,,2024-04-14T15:19:24.868Z,11.03,EUR,11.77,USD,8,,2024-04-14T16:04:07.328Z,10.3,EUR,10.95,USD,25,,2024-04-14T16:03:09.408Z,9.5,USD,9.5,USD,17,,2024-04-14T16:01:05.092Z,11.32,USD,11.32,USD,29,,2024-04-14T16:05:05.870Z,74.89,CNY,10.34,USD,122,74,CNY,10.22,USD,13,2024-04-14T15:55:12.795Z,9.77,USD,9.77,USD,39,,2024-04-14T16:04:39.195Z,10.6,USD,10.6,USD,82,10.22,USD,10.22,USD,46,2024-04-14T16:02:22.628Z
95.01,USD,95.01,USD,5,,2024-04-14T15:15:04.076Z,86.99,EUR,92.83,USD,4,,2024-04-14T16:04:07.328Z,78.06,EUR,82.98,USD,12,,2024-04-14T16:03:09.408Z,90.63,USD,90.63,USD,11,,2024-04-14T16:01:05.092Z,96.69,USD,96.69,USD,16,,2024-04-14T16:05:05.870Z,648,CNY,89.54,USD,145,623,CNY,86.09,USD,20,2024-04-14T15:56:33.911Z,89.99,USD,89.99,USD,13,,2024-04-14T16:04:39.219Z,83.94,USD,83.94,USD,27,82.05,USD,82.05,USD,25,2024-04-14T16:02:17.104Z
433.15,USD,433.15,USD,5,,2024-04-14T15:12:07.723Z,375,EUR,400.18,USD,4,,2024-04-14T16:04:07.328Z,399.99,EUR,425.21,USD,12,,2024-04-14T16:03:09.408Z,417.99,USD,417.99,USD,13,,2024-04-14T16:01:05.092Z,445,USD,445,USD,8,,2024-04-14T16:05:05.870Z,2999,CNY,414.42,USD,370,4260,CNY,588.67,USD,62,2024-04-14T16:02:08.255Z,444.21,USD,444.21,USD,11,,2024-04-14T16:04:39.231Z,401.99,USD,401.99,USD,15,430.89,USD,430.89,USD,21,2024-04-14T16:02:12.347Z
143.24,USD,143.24,USD,10,,2024-04-14T15:22:33.584Z,131.3,EUR,140.12,USD,17,,2024-04-14T16:04:07.328Z,140.99,EUR,149.88,USD,31,,2024-04-14T16:03:09.408Z,135,USD,135,USD,34,,2024-04-14T16:01:05.092Z,161,USD,161,USD,21,,2024-04-14T16:05:05.870Z,1041.5,CNY,143.92,USD,1103,1150,CNY,158.91,USD,80,2024-04-14T16:04:02.903Z,138.55,USD,138.55,USD,34,,2024-04-14T16:04:39.227Z,138.75,USD,138.75,USD,50,140.18,USD,140.18,USD,38,2024-04-14T16:02:22.628Z
199.58,USD,199.58,USD,12,,2024-04-14T15:10:56.135Z,199.37,EUR,212.76,USD,11,,2024-04-14T16:04:07.328Z,190.4,EUR,202.4,USD,41,,2024-04-14T16:03:09.408Z,201.46,USD,201.46,USD,36,,2024-04-14T16:01:05.092Z,228,USD,228,USD,14,,2024-04-14T16:05:05.870Z,1513.5,CNY,209.14,USD,867,1660,CNY,229.38,USD,74,2024-04-14T16:02:08.255Z,214.47,USD,214.47,USD,32,,2024-04-14T16:04:39.229Z,203.95,USD,203.95,USD,38,218.57,USD,218.57,USD,25,2024-04-14T16:02:11.214Z
109.99,USD,109.99,USD,7,,2024-04-14T15:12:38.334Z,110,EUR,117.39,USD,5,,2024-04-14T16:04:07.328Z,105.45,EUR,112.1,USD,20,,2024-04-14T16:03:09.408Z,107.68,USD,107.68,USD,10,,2024-04-14T16:01:05.092Z,104.72,USD,104.72,USD,21,,2024-04-14T16:05:05.870Z,780,CNY,107.78,USD,332,811,CNY,112.06,USD,43,2024-04-14T15:56:33.911Z,110,USD,110,USD,12,,2024-04-14T16:04:39.224Z,106.9,USD,106.9,USD,37,103.14,USD,103.14,USD,20,2024-04-14T16:02:12.719Z
,,,,,,,1649,EUR,1759.72,USD,1,,2024-04-14T16:04:07.328Z,1699.99,EUR,1807.17,USD,5,,2024-04-14T16:03:09.408Z,1749.98,USD,1749.98,USD,7,,2024-04-14T16:01:05.092Z,2088.94,USD,2088.94,USD,4,,2024-04-14T16:05:05.870Z,13333,CNY,1842.43,USD,18,12420,CNY,1716.27,USD,15,2024-04-14T16:02:56.833Z,2052,USD,2052,USD,4,,2024-04-14T16:04:39.248Z,1797.77,USD,1797.77,USD,1,1696.69,USD,1696.69,USD,12,2024-04-14T16:02:10.727Z
3900,USD,3900,USD,5,,2024-04-14T15:09:55.571Z,3475,EUR,3772.42,USD,1,,2024-04-09T19:44:59.461Z,3490.5,EUR,3710.58,USD,11,,2024-04-14T16:03:09.408Z,3849,USD,3849,USD,12,,2024-04-14T16:01:05.092Z,4296.92,USD,4296.92,USD,3,,2024-04-14T16:05:05.870Z,27960,CNY,3863.69,USD,388,35080,CNY,4847.58,USD,96,2024-04-14T15:58:53.088Z,4500,USD,4500,USD,3,,2024-04-14T16:04:39.255Z,3999.99,USD,3999.99,USD,1,3590,USD,3590,USD,11,2024-04-14T16:02:09.839Z
2400,USD,2400,USD,4,,2024-04-14T15:12:12.411Z,2300,EUR,2454.43,USD,2,,2024-04-14T16:04:07.328Z,2141.95,EUR,2277,USD,13,,2024-04-14T16:03:09.408Z,2315,USD,2315,USD,10,,2024-04-14T16:01:05.092Z,2702.03,USD,2702.03,USD,5,,2024-04-14T16:05:05.870Z,16900,CNY,2335.35,USD,142,17560,CNY,2426.55,USD,21,2024-04-14T15:54:26.684Z,2394,USD,2394,USD,6,,2024-04-14T16:04:39.251Z,2499.99,USD,2499.99,USD,2,2270,USD,2270,USD,17,2024-04-14T16:02:12.347Z
3399,USD,3399,USD,2,,2024-04-14T15:05:58.799Z,2900,EUR,3094.71,USD,4,,2024-04-14T16:04:07.328Z,2722.82,EUR,2894.49,USD,6,,2024-04-14T16:03:09.408Z,3079.99,USD,3079.99,USD,8,,2024-04-14T16:01:05.092Z,3253.68,USD,3253.68,USD,5,,2024-04-14T16:05:05.870Z,21400,CNY,2957.18,USD,142,21630,CNY,2988.97,USD,20,2024-04-14T15:57:21.125Z,3200.02,USD,3200.02,USD,3,,2024-04-14T16:04:39.253Z,3133.14,USD,3133.14,USD,1,2785,USD,2785,USD,7,2024-04-14T16:02:04.206Z
1923.55,USD,1923.55,USD,1,,2024-03-29T03:08:50.490Z,,,,,,,,1820,EUR,1934.75,USD,2,,2024-04-14T16:03:09.408Z,2000,USD,2000,USD,2,,2024-04-14T16:01:05.092Z,2249.99,USD,2249.99,USD,1,,2024-04-14T16:05:05.870Z,14768,CNY,2040.73,USD,16,13970,CNY,1930.46,USD,13,2024-04-14T16:02:08.255Z,2200,USD,2200,USD,1,,2024-04-14T03:20:42.960Z,0,USD,0,USD,0,1900,USD,1900,USD,6,2024-04-14T16:02:20.336Z
24.91,USD,24.91,USD,10,,2024-04-14T15:21:33.049Z,27.77,EUR,29.63,USD,10,,2024-04-14T16:04:07.328Z,19.72,EUR,20.96,USD,25,,2024-04-14T16:03:09.408Z,19.82,USD,19.82,USD,21,,2024-04-14T16:01:05.092Z,25.8,USD,25.8,USD,11,,2024-04-14T16:05:05.870Z,148.5,CNY,20.52,USD,189,146,CNY,20.17,USD,88,2024-04-14T16:04:44.627Z,20.72,USD,20.72,USD,18,,2024-04-14T16:04:39.303Z,20.72,USD,20.72,USD,40,20.29,USD,20.29,USD,45,2024-04-14T16:02:25.887Z
16.45,USD,16.45,USD,4,,2024-04-14T15:15:28.323Z,17.07,EUR,18.22,USD,8,,2024-04-14T16:04:07.328Z,13.9,EUR,14.78,USD,13,,2024-04-14T16:03:09.408Z,12.9,USD,12.9,USD,24,,2024-04-14T16:01:05.092Z,14.37,USD,14.37,USD,40,,2024-04-14T16:05:05.870Z,101.49,CNY,14.02,USD,105,102,CNY,14.09,USD,31,2024-04-14T15:59:23.795Z,12.48,USD,12.48,USD,33,,2024-04-14T16:04:39.297Z,15.3,USD,15.3,USD,25,14.35,USD,14.35,USD,42,2024-04-14T16:02:17.413Z
18.5,USD,18.5,USD,4,,2024-04-14T15:13:07.577Z,18.15,EUR,19.37,USD,4,,2024-04-14T16:04:07.328Z,17.02,EUR,18.09,USD,8,,2024-04-14T16:03:09.408Z,16.84,USD,16.84,USD,20,,2024-04-14T16:01:05.092Z,14.69,USD,14.69,USD,67,,2024-04-14T16:05:05.870Z,110,CNY,15.2,USD,171,108,CNY,14.92,USD,51,2024-04-14T15:57:21.125Z,14.19,USD,14.19,USD,50,,2024-04-14T16:04:39.301Z,15.37,USD,15.37,USD,41,14.43,USD,14.43,USD,21,2024-04-14T16:02:13.799Z
55,USD,55,USD,1,,2024-04-14T15:19:34.134Z,,,,,,,,23.5,EUR,24.98,USD,1,,2024-04-14T16:03:09.408Z,29.99,USD,29.99,USD,1,,2024-03-29T00:00:11.984Z,25.99,USD,25.99,USD,4,,2024-04-14T16:05:05.870Z,160,CNY,22.1,USD,14,147,CNY,20.31,USD,2,2024-04-14T15:59:23.795Z,29.99,USD,29.99,USD,3,,2024-04-14T16:04:39.305Z,0,USD,0,USD,0,21.26,USD,21.26,USD,4,2024-04-14T16:02:22.581Z
7.39,USD,7.39,USD,30,,2024-04-14T15:08:05.821Z,6.96,EUR,7.43,USD,4,,2024-04-14T16:04:07.328Z,6.5,EUR,6.91,USD,23,,2024-04-14T16:03:09.408Z,5.81,USD,5.81,USD,24,,2024-04-14T16:01:05.092Z,7.07,USD,7.07,USD,218,,2024-04-14T16:05:05.870Z,45.99,CNY,6.35,USD,20,44.9,CNY,6.2,USD,44,2024-04-14T15:58:22.558Z,6.26,USD,6.26,USD,52,,2024-04-14T16:04:39.267Z,6.2,USD,6.2,USD,61,5.96,USD,5.96,USD,11,2024-04-14T16:02:07.923Z
69,USD,69,USD,35,,2024-04-14T15:08:52.189Z,69.3,EUR,73.95,USD,16,,2024-04-14T16:04:07.328Z,62,EUR,65.91,USD,38,,2024-04-14T16:03:09.408Z,66.96,USD,66.96,USD,35,,2024-04-14T16:01:05.092Z,67.53,USD,67.53,USD,28,,2024-04-14T16:05:05.870Z,476.62,CNY,65.86,USD,533,817,CNY,112.89,USD,152,2024-04-14T16:04:02.903Z,74.99,USD,74.99,USD,37,,2024-04-14T16:04:39.277Z,65.95,USD,65.95,USD,34,85.23,USD,85.23,USD,25,2024-04-14T16:02:08.943Z
14.8,USD,14.8,USD,51,,2024-04-14T15:11:05.249Z,15,EUR,16.01,USD,19,,2024-04-14T16:04:07.328Z,14.56,EUR,15.48,USD,121,,2024-04-14T16:03:09.408Z,14.56,USD,14.56,USD,82,,2024-04-14T16:01:05.092Z,14.11,USD,14.11,USD,138,,2024-04-14T16:05:05.870Z,103.5,CNY,14.3,USD,1935,143,CNY,19.76,USD,424,2024-04-14T15:55:12.795Z,10.82,USD,10.82,USD,94,,2024-04-14T16:04:39.273Z,13.79,USD,13.79,USD,109,17.11,USD,17.11,USD,40,2024-04-14T16:02:10.842Z
32.75,USD,32.75,USD,29,,2024-04-14T15:51:49.515Z,31.99,EUR,34.14,USD,10,,2024-04-14T16:04:07.328Z,29.51,EUR,31.37,USD,72,,2024-04-14T16:03:09.408Z,32,USD,32,USD,44,,2024-04-14T16:01:05.092Z,33.58,USD,33.58,USD,120,,2024-04-14T16:05:05.870Z,242.5,CNY,33.51,USD,20,267,CNY,36.89,USD,230,2024-04-14T16:04:02.903Z,33.56,USD,33.56,USD,51,,2024-04-14T16:04:39.275Z,31.72,USD,31.72,USD,49,42.83,USD,42.83,USD,24,2024-04-14T16:02:26.329Z
9.5,USD,9.5,USD,25,,2024-04-14T15:20:48.211Z,9.17,EUR,9.79,USD,5,,2024-04-14T16:04:07.328Z,9,EUR,9.57,USD,22,,2024-04-14T16:03:09.408Z,8.25,USD,8.25,USD,14,,2024-04-14T16:01:05.092Z,8.93,USD,8.93,USD,153,,2024-04-14T16:05:05.870Z,58.89,CNY,8.13,USD,560,56,CNY,7.73,USD,141,2024-04-14T15:58:07.245Z,8.3,USD,8.3,USD,37,,2024-04-14T16:04:39.271Z,7.99,USD,7.99,USD,74,7.77,USD,7.77,USD,19,2024-04-14T16:02:24.948Z
600.2,USD,600.2,USD,1,,2024-04-14T15:16:50.019Z,650,EUR,693.64,USD,1,,2024-04-14T16:04:07.328Z,525,EUR,558.1,USD,1,,2024-04-14T16:03:09.408Z,524.72,USD,524.72,USD,4,,2024-04-14T16:01:05.092Z,543.01,USD,543.01,USD,5,,2024-04-14T16:05:05.870Z,3598,CNY,497.19,USD,7,3360,CNY,464.3,USD,15,2024-04-14T15:55:12.795Z,530,USD,530,USD,5,,2024-04-14T16:04:39.272Z,0,USD,0,USD,0,456.35,USD,456.35,USD,9,2024-04-14T16:02:19.382Z
2100,USD,2100,USD,2,,2024-04-14T15:19:36.216Z,1887,EUR,2013.7,USD,1,,2024-04-14T16:04:07.328Z,1713.55,EUR,1821.59,USD,10,,2024-04-14T16:03:09.408Z,1629.99,USD,1629.99,USD,17,,2024-04-14T16:01:05.092Z,1971.18,USD,1971.18,USD,5,,2024-04-14T16:05:05.870Z,12000,CNY,1658.23,USD,474,21880,CNY,3023.51,USD,83,2024-04-14T16:02:56.833Z,1681.99,USD,1681.99,USD,8,,2024-04-14T16:04:39.280Z,0,USD,0,USD,0,1797,USD,1797,USD,16,2024-04-14T16:02:22.886Z
990,USD,990,USD,1,,2024-04-14T15:11:04.912Z,999,EUR,1066.08,USD,5,,2024-04-14T16:04:07.328Z,854.64,EUR,908.53,USD,9,,2024-04-14T16:03:09.408Z,765,USD,765,USD,13,,2024-04-14T16:01:05.092Z,879.07,USD,879.07,USD,2,,2024-04-14T16:05:05.870Z,5899,CNY,815.16,USD,105,7020,CNY,970.06,USD,27,2024-04-14T15:55:43.989Z,835,USD,835,USD,8,,2024-04-14T16:04:39.276Z,810,USD,810,USD,8,958.76,USD,958.76,USD,20,2024-04-14T16:02:11.367Z
1300,USD,1300,USD,3,,2024-04-14T15:17:43.318Z,1500,EUR,1600.71,USD,2,,2024-04-14T16:04:07.328Z,1250,EUR,1328.81,USD,7,,2024-04-14T16:03:09.408Z,1239.48,USD,1239.48,USD,5,,2024-04-14T16:01:05.092Z,1476,USD,1476,USD,1,,2024-04-14T16:05:05.870Z,9130,CNY,1261.64,USD,160,9150,CNY,1264.4,USD,19,2024-04-14T15:58:07.245Z,1260,USD,1260,USD,6,,2024-04-14T16:04:39.278Z,1219.5,USD,1219.5,USD,3,1166,USD,1166,USD,12,2024-04-14T16:02:20.582Z
,,,,,,,,,,,,,,758.38,EUR,806.2,USD,1,,2024-04-14T16:03:09.408Z,595,USD,595,USD,2,,2024-04-14T16:01:05.092Z,,,,,,,,4984,CNY,688.72,USD,5,4320,CNY,596.96,USD,14,2024-04-14T15:54:41.833Z,725,USD,725,USD,2,,2024-04-14T16:04:39.274Z,0,USD,0,USD,0,615,USD,615,USD,5,2024-04-14T16:02:24.328Z
4.1,USD,4.1,USD,54,,2024-04-14T15:06:53.111Z,4,EUR,4.27,USD,7,,2024-04-14T16:04:07.328Z,3.73,EUR,3.97,USD,38,,2024-04-14T16:03:09.408Z,3.85,USD,3.85,USD,25,,2024-04-14T16:01:05.092Z,3.77,USD,3.77,USD,271,,2024-04-14T16:05:05.870Z,28.5,CNY,3.93,USD,713,27.1,CNY,3.74,USD,298,2024-04-14T15:59:39.222Z,3.69,USD,3.69,USD,97,,2024-04-14T16:04:39.287Z,4.03,USD,4.03,USD,56,3.82,USD,3.82,USD,54,2024-04-14T16:02:06.077Z
18.74,USD,18.74,USD,34,,2024-04-14T15:10:17.362Z,17.97,EUR,19.18,USD,35,,2024-04-14T16:04:07.328Z,17.28,EUR,18.37,USD,121,,2024-04-14T16:03:09.408Z,17.97,USD,17.97,USD,85,,2024-04-14T16:01:05.092Z,18.07,USD,18.07,USD,81,,2024-04-14T16:05:05.870Z,133.89,CNY,18.5,USD,2905,285,CNY,39.38,USD,352,2024-04-14T16:04:24.013Z,17.8,USD,17.8,USD,81,,2024-04-14T16:04:39.302Z,18.19,USD,18.19,USD,81,27.58,USD,27.58,USD,34,2024-04-14T16:02:10.046Z
5.08,USD,5.08,USD,216,,2024-04-14T15:49:48.537Z,5.25,EUR,5.6,USD,133,,2024-04-14T16:04:07.328Z,4.88,EUR,5.2,USD,407,,2024-04-14T16:03:09.408Z,5.15,USD,5.15,USD,181,,2024-04-14T16:01:05.092Z,5.49,USD,5.49,USD,247,,2024-04-14T16:05:05.870Z,40.19,CNY,5.55,USD,11141,44,CNY,6.08,USD,948,2024-04-14T16:03:48.076Z,4.98,USD,4.98,USD,454,,2024-04-14T16:04:39.297Z,5.1,USD,5.1,USD,562,7.08,USD,7.08,USD,70,2024-04-14T16:02:23.711Z
9.69,USD,9.69,USD,106,,2024-04-14T15:46:50.062Z,10.09,EUR,10.77,USD,28,,2024-04-14T16:04:07.328Z,9.56,EUR,10.16,USD,223,,2024-04-14T16:03:09.408Z,7.98,USD,7.98,USD,117,,2024-04-14T16:01:05.092Z,9.96,USD,9.96,USD,91,,2024-04-14T16:05:05.870Z,69.9,CNY,9.65,USD,6660,76,CNY,10.5,USD,894,2024-04-14T15:58:22.558Z,9.75,USD,9.75,USD,221,,2024-04-14T16:04:39.300Z,9.2,USD,9.2,USD,355,9.14,USD,9.14,USD,50,2024-04-14T16:02:24.162Z
4.95,USD,4.95,USD,71,,2024-04-14T15:16:39.103Z,7,EUR,7.47,USD,4,,2024-04-14T16:04:07.328Z,5.11,EUR,5.43,USD,44,,2024-04-14T16:03:09.408Z,5.79,USD,5.79,USD,6,,2024-04-14T16:01:05.092Z,5.19,USD,5.19,USD,93,,2024-04-14T16:05:05.870Z,38.89,CNY,5.37,USD,187,36.4,CNY,5.02,USD,66,2024-04-14T15:58:53.088Z,4.49,USD,4.49,USD,45,,2024-04-14T16:04:39.289Z,5.36,USD,5.36,USD,135,5.08,USD,5.08,USD,25,2024-04-14T16:02:18.893Z
79.9,USD,79.9,USD,7,,2024-04-14T15:15:03.526Z,92.49,EUR,98.7,USD,2,,2024-04-14T16:04:07.328Z,80,EUR,85.04,USD,7,,2024-04-14T16:03:09.408Z,85.26,USD,85.26,USD,5,,2024-04-14T16:01:05.092Z,82.64,USD,82.64,USD,102,,2024-04-14T16:05:05.870Z,563,CNY,77.79,USD,83,550,CNY,76,USD,47,2024-04-14T15:57:05.341Z,105.55,USD,105.55,USD,6,,2024-04-14T16:04:39.329Z,91.19,USD,91.19,USD,12,87.21,USD,87.21,USD,11,2024-04-14T16:02:16.961Z
365.9,USD,365.9,USD,5,,2024-04-14T15:06:16.557Z,260,EUR,277.46,USD,6,,2024-04-14T16:04:07.328Z,269.14,EUR,286.11,USD,13,,2024-04-14T16:03:09.408Z,310,USD,310,USD,11,,2024-04-14T16:01:05.092Z,283,USD,283,USD,7,,2024-04-14T16:05:05.870Z,1890,CNY,261.17,USD,141,2960,CNY,409.03,USD,207,2024-04-14T15:56:02.629Z,257.46,USD,257.46,USD,14,,2024-04-14T16:04:39.338Z,349.73,USD,349.73,USD,15,333.7,USD,333.7,USD,14,2024-04-14T16:02:04.764Z
105,USD,105,USD,29,,2024-04-14T15:09:27.733Z,90,EUR,96.04,USD,19,,2024-04-14T16:04:07.328Z,105.65,EUR,112.31,USD,31,,2024-04-14T16:03:09.408Z,101.38,USD,101.38,USD,11,,2024-04-14T16:01:05.092Z,100.82,USD,100.82,USD,52,,2024-04-14T16:05:05.870Z,737,CNY,101.84,USD,323,835,CNY,115.38,USD,113,2024-04-14T16:05:00.216Z,84.07,USD,84.07,USD,13,,2024-04-14T16:04:39.332Z,117.45,USD,117.45,USD,78,140,USD,140,USD,38,2024-04-14T16:02:09.312Z
199,USD,199,USD,13,,2024-04-14T15:31:50.141Z,175,EUR,186.75,USD,12,,2024-04-14T16:04:07.328Z,166.6,EUR,177.1,USD,23,,2024-04-14T16:03:09.408Z,164,USD,164,USD,11,,2024-04-14T16:01:05.092Z,145.13,USD,145.13,USD,20,,2024-04-14T16:05:05.870Z,1119.5,CNY,154.69,USD,257,1210,CNY,167.2,USD,74,2024-04-14T15:55:28.606Z,193.4,USD,193.4,USD,8,,2024-04-14T16:04:39.336Z,192.8,USD,192.8,USD,29,188.1,USD,188.1,USD,19,2024-04-14T16:02:24.328Z
144.98,USD,144.98,USD,2,,2024-04-14T15:18:42.108Z,123.5,EUR,131.79,USD,1,,2024-04-14T16:04:07.328Z,118,EUR,125.44,USD,2,,2024-04-14T16:03:09.408Z,140,USD,140,USD,2,,2024-04-14T16:01:05.092Z,114.94,USD,114.94,USD,5,,2024-04-14T16:05:05.870Z,674.5,CNY,93.2,USD,32,648,CNY,89.54,USD,20,2024-04-14T15:59:08.118Z,,USD,,USD,0,,2024-04-14T16:04:39.334Z,102.99,USD,102.99,USD,4,98.27,USD,98.27,USD,6,2024-04-14T16:02:21.774Z
9999,USD,9999,USD,1,,2024-04-14T15:17:38.386Z,26.65,EUR,28.44,USD,1,,2024-04-14T16:04:07.328Z,30.22,EUR,32.13,USD,3,,2024-04-14T16:03:09.408Z,33.33,USD,33.33,USD,7,,2024-04-14T16:01:05.092Z,39.21,USD,39.21,USD,8,,2024-04-14T16:05:05.870Z,235.96,CNY,32.6,USD,20,217,CNY,29.98,USD,8,2024-04-14T16:02:08.255Z,24.12,USD,24.12,USD,16,,2024-04-14T16:04:39.354Z,32.22,USD,32.22,USD,6,28.44,USD,28.44,USD,9,2024-04-14T16:02:20.336Z
